Nr DIEx DA MISSÃO	EVENTO OU MISSÃO	PRAZO	DIAS PARA O EVENTO	MILITAR RESPONSÁVEL	SITUAÇÃO	CLASSE	DATA DA ÚLTIMA ATUALIZAÇÃO COM O E-4	ANOTAÇÕES	Nr DIEx ENCAMINHAMENTO PARA OMDS	Nr DIEx PARA O ESC SUPERIOR
"2043-S/4/CMDO
129-FA/CMDO"	"apropriação de valor patrimonial no siafi em trânsito a mais de 90 dias - paintball e airsoft
transferência de materiais Airsoft e Paintball para o CIOU/11ª Bda Inf Mec - HOMOLOGAÇÃO"	20 fev.	-146	Ten Glauco	RESOLVIDO	Patrimônio		"1. Verificar se o CIOU/11ª Bda Inf Mec Rlz a apropriação dos valores patrimoniais

2. Verificar com o CIOU sobre a apropriação patrimonial (05 Jan) - "	-	1917-E-4/EMG/Cmdo Bda Inf Amv
467-E4/2ª DE	Classe I - orientações referentes à Gestão de Subsistência	20 fev.	-146	Maj Filipe	RESOLVIDO	Cl I		"1. Confeccionado Doc às OMDS.
2. ﻿ necessidade de envio das informações do Quadro Demonstrativo de Atividade de Aprovisionamento (QDAA), por meio de DIEx, ao Escalão Logístico/2ª RM, com cópia a este G Cmdo Op, até o 5º dia útil do mês subsequente"	1133-E-4/EMG/Cmdo Bda Inf Amv	-
"578-E4/2ª DE
2126-Escalão Logístico/2ªRM,"	Classe II: orientações para a solicitação de crédito extraordinário (Extra PDR Log)	20 fev.	-146	Maj Filipe	RESOLVIDO	Orçamentário		1. Confeccionar Doc para as OMDS - OK	1242-E-4/EMG/Cmdo Bda Inf Amv	-
6512-S4/6° BI Amv	Ap SJC 24 BARRACAS	20 fev.	-146	Maj Filipe	RESOLVIDO	Trnp		"1. Info sobre OD já enviada à 2ª DE (406 L OD)
- 6º BI Amv já possui 8 barracas.
- Serão cauteladas 12 no 5º BI Amv e 4 na Cia C Bda Amv (29 Dez)
- Alcantara enviou Ofício cancelando o evento para 10 e 11 Fev (05 Fev)
- Verificar novas datas ou se não precisará mais do Ap
- Info ao 6º BI Amv por meio do DIEx  nº 7680-E4.2/4ª Seç/CMSE, de 29 DEZ 25."	11446-E-4/EMG/Cmdo Bda Inf Amv	-
489-E10/2ª DE	Diretriz de Gestão Orçamentária do Comandante de Operações Terrestres -Dezembro/2025	20 fev.	-146	-	RESOLVIDO	Orçamentário		E10: Para conhecimento e providências, se e quando for necessário. Já encaminhei DIEx ao Chem para envio dos anexos às OMDS.	-	-
487-E4/2ª DE	laudo pericial e parecer técnico	20 fev.	-146	ST Valter	RESOLVIDO	Cl IX		- Verificar o motivo do 2º B Log não ter sido demandado para Rlz o PT	-	Após contato Telefonico com 11ª Bda Inf ,foi informado que 2º B Log irá fazer o laudo.
25-Seç Dout/EMG/Cmdo Bda Inf Amv	Início dos Trabalhos de Revisão do Manual de Campanha (MC) Bda L Inf_Bda Inf Amv 	20 fev.	-146	Maj Filipe	RESOLVIDO	-		- procedam a leitura do Doc “C Dout Ex/COTER - Orientação Geral para a elaboração/revisão de manuais de campanha, 2ª edição, 2025”	-	-
631-S4/6° BI Amv	Andamento dos Processos de Descarga e Transferência de Material Classe V (armt)	21 fev.	-145	Cap Luis Augusto	ACOMPANHAR	Desfazimento		"- 03 Mrt 60mm M949 Brandt
- 02 Mrt 81 mm M918
- PARAFAL"		
3809-Escalão Logístico/2aRM	Classe IX - Moto, acidente com viaturas - calendário de obrigações	23 fev.	-143	Ten Glauco	RESOLVIDO	Cl IX		"1. Sol mensal de preenchimento de uma planilha sobre acidentes.
2. Enviado o DIEx às OMDS"	968-E-4/EMG/Cmdo Bda Inf Amv	1273-E-4/EMG/Cmdo Bda Inf Amv
293-COL/22º B Log Am	Ordem de Operações e Cronograma da Inspeção Técnica e Apoio Direto - 2026	23 fev.	-143	ST Valter	RESOLVIDO	Mnt		- Ap Dto 22º B Log Amv ao 5º BI Amv	-	-
894-E4.1/4ª Seç/CMSE	solicitação de contatos E4/S4	23 fev.	-143	Maj Filipe	RESOLVIDO	-		"1. Informem diretamente a este C Mil A o nome e o telefone decontato dos chefes das 4ª seções da OM desta lista de transmissão.
2. Rlz Ct com o E4 CMSE."	-	-
590-E4/2ª DE	Classe I - Levantamento de estoque de café	24 fev.	-142	ST Richardson	RESOLVIDO	Cl I		"1. Situação atual de estoque de café de suas OM subordinadas e o prazo de duração doreferido estoque de cada OM.
2. Encaminhar o Doc à Base - OK"	1243-E-4/EMG/Cmdo Bda Inf Amv	1315-St Aprv/Div Adm/Base Adm Amv
501-E4/2ª DE	Prontidão logística - prazo para lançamento das informações	24 fev.	-142	Maj Filipe	RESOLVIDO	PREPARO F TER		"1. Faz referência ao DIEx nº 417-E4/2ª DE.
2. Doc confeccionado às OMDS, aguardando resposta"	1136-E-4/EMG/Cmdo Bda Inf Amv	Planilha do EB Drive completada
 411-E3/E5/2ª DE	Videoconferência (VC) para execução da Reunião de Desenvolvimento do Conceito(RDC) do Exercício Conjunto PERSEU 2026 - adiamento	24 fev.	-142	Maj Filipe	RESOLVIDO	PREPARO F TER		1. Período de 24 a 26 de fevereiro do corrente ano, por intermédio de videoconferência (VC),sempre nos horários de 14:00 às 17:00 horas (horário de BRASÍLIA)	-	-
"588-E4/2ª DE

2845-Escalão Logístico/2ªRM"	Classe III - Emprego de combustível reserva (cota irrigação) - 2ª DE -retificação/ratificação de distribuição	25 fev.	-141	ST Richardson	RESOLVIDO	Cl III - Comb		"1. Ratifique ou retifique até 25 FEV 26 a distribuição de créditos de combustível - OK
2. Confeccionar Doc para as OMDS."	1312-E-4/EMG/Cmdo Bda Inf Amv	1272-E-4/EMG/Cmdo Bda Inf Amv
566-E4/2ª DE	Cl V (A) - Levantamento da necessidade do novos Mrt Me Acg 81mm em substituiçãodos antigos modelos M1, M1 com reparo M4, M918 Brandt e M936 AGR	25 fev.	-141	ST Richardson	RESOLVIDO	Cl V		"1. Confeccionar Doc às OMDS - OK 
2.  Aguardando resposta das OMDS para confecção do Doc Resposta.

3. A 2ª DE Info que não serão repassados novos Mrt 81, tendo em vista o QDMP estar completo das OMDS da Bda Inf Amv"	1190-E-4/EMG/Cmdo Bda Inf Amv	"1508-E-4/EMG/Cmdo Bda Inf Amv

2555-E4/2ª DE"
2420-Escalão Logístico/2ªRM	Classe III - Retificação de informação de tancagem de PCA do 1° Esq C Amv (037-26)	25 fev.	-141	ST Richardson	RESOLVIDO	Cl III - Comb		"- DIEx nº 110-S/4/CMDO do 1º Esqd está incorreto.
- Sol retificação "	1249-E-4/EMG/Cmdo Bda Inf Amv	 1555-E-4/EMG/Cmdo Bda Inf Amv
"1072-E-3/EMG/Cmdo Bda Inf Amv
1247-E-4/EMG/Cmdo Bda Inf Amv"	Ordem Operações Nr 01/2026 - Operação Tataúba - P Trab	25 fev.	-141	Maj Filipe	PRAZO DE RESPOSTA	Orçamentário		- Sol P Trab ao 6º BI Amv e 12ª Cia Eng Cmb Amv	-	-
"1383-Escalão Logístico/2ªRM

307-Div Trnp/BaApLog"""	Eixo Amazônico - 22º B Log Amv	26 fev.	-140	Ten Glauco	RESOLVIDO	Trnp		1. Rlz o Ap.	-	-
422-E4/2ª DE	Classe V - munição - calendário de obrigações	26 fev.	-140	Ten Glauco	RESOLVIDO	Cl V		"1. Confeccionado Doc às OMDS, aguardando resposta 


- 6º BI Amv - OK
- 22º B Log Amv - OK
- 5ª Bia AAAe - OK
- 20º GAC - OK
- 12º Pel PE - OK
- 2º BI Amv - OK
- 5º BI Amv - Ok
- Cia Cmdo  - OK
- 1º Esqd C Amv  - Ok
- 12ª Cia Eng Cmb Amv  - Ok
- 12ª Cia Com Amv  - Ok"	1089-E-4/EMG/Cmdo Bda Inf Amv	"DIEx nº 1583-E-4/EMG/Cmdo Bda Inf Amv - Resposta Parcial

1805-E-4/EMG/Cmdo Bda Inf Amv (12ª Cia Eng e 5º BI)

2088-E-4/EMG/Cmdo Bda Inf Amv"
1000-E4.3/E4/1ªDE	remanejamento de combustível (Cmdo 1ª DE) (SOLICITA)	26 fev.	-140	ST Richardson	RESOLVIDO	Cl III - Comb		Sol 40 L Gas para a AD1 abastecer em Caçapava. Rlz o abastecimento de 35 l gas	-	-
701-E10/2ª DE	descentralização de recursos para o APRONAL I e ADESTRAMENTO da FT JACARÉ	26 fev.	-140	Maj Filipe	RESOLVIDO	Orçamentário		1. Confeccionado DIEx às OMDS.	1438-E-4/EMG/Cmdo Bda Inf Amv	-
1410-E-4/EMG/Cmdo Bda Inf Amv	gestões para transferência de cota de combustível	26 fev.	-140	Maj Filipe	RESOLVIDO	Cl III - Comb		1. Retificar o Doc com 475 l OD.	-	1437-E-4/EMG/Cmdo Bda Inf Amv
807-S4/6° BI Amv	Informação do PCA	26 fev.	-140	Maj Filipe	RESOLVIDO	Cl III - Comb		"solicito que seja atribuída prioridade máxima à Guarnição de Caçapavano planejamento e execução da construção de um Posto Central de Abastecimentodefinitivo

2. Essa situação está sendo Prio da Infraestrutura"	-	-
688-Div Sau/Base Adm Amv/Cmdo Bda Inf Amv	Avaliação odontológica de Pré-TAF e SIRSAU	26 fev.	-140	-	RESOLVIDO	-		-	-	-
726-Asse Gestão/Cmdo Bda Inf Amv/Bda Inf Amv	Atualização dos Proprietários de Riscos e Equipes de Gestão de Riscos, Integridade e Controle.	27 fev.	-139	ST Valter	RESOLVIDO	-		1.  Confeccionar Doc de resposta com os dados do Proprietários de Riscos e as Equipe de Riscos (Todos da Seção).	-	72-E-4/EMG/Cmdo Bda Inf Amv
3447-DivPljLog/COpLog/COLOG	solicitação  de  apoio  de  informações  dos  Batalhões  Logísticos  para  o  desenho institucional da Força Terrestre	27 fev.	-139	Maj Filipe	RESOLVIDO	-		- Verificar com o E3 de onde sairá a resposta	-	1803-E-4/EMG/Cmdo Bda Inf Amv
308-S2/6° BI Amv	Término do pedido de cadastramento de veículos para estacionamento no Forte Ipiranga 2026	27 fev.	-139	-	RESOLVIDO	-		1. Link não está abrindo.	-	-
964-Escalão Logístico/2ªRM	Necessidade de atualização de OS no SisLogMnt (CIRCULAR)	27 fev.	-139	Maj Filipe	RESOLVIDO	Mnt		Doc confeccionado às OMDS 358-E-4/EMG/Cmdo Bda Inf Amv	358-E-4/EMG/Cmdo Bda Inf Amv	-
372-E3 EMG/EMG ESA/Gab S Cmt ESA	apoio de pessoal para a Solenidade de Entrega do Sabre 2026 - INICIO 	1 mar.	-137	Ten Glauco	RESOLVIDO	Trnp		"1. DIEx de planejamento do Trnsp Pes para as OMDS envolvidas elaborado e pronto para despacho. 
2. Quadro horário do planejamento de trnsp pes está no drive (arquivo editável e PDF)."	"957-E-1/EMG/Cmdo Bda Inf Amv

1403-E-4/EMG/Cmdo Bda Inf Amv"	"961-E-4/EMG/Cmdo Bda Inf Amv

1125-E-4/EMG/Cmdo Bda Inf Amv"
594-E4/EM Geral/ChEM	Empréstimo de material de emprego militar da 5ª Bia AAAe Amv	2 mar.	-136	Ten Glauco	RESOLVIDO	Cl VI		"1.  01 (um) Radar SABER M-60 da 5ª Bia AAAe Amv foi emprestado ao 2º GAAAe dia 25 Fev 26.
2. O 2º GAAAe irá devolver o MEM dia 10 MAR 26;
3. DIEx com a autorização formal do MEM está pronto para despacho;
"	-	-
293-COL/22º B Log Am	Ordem de Operações e Cronograma da Inspeção Técnica e Apoio Direto - 2026	2 mar.	-136	ST Valter	RESOLVIDO	Mnt		- Ap Dto 22º B Log Amv ao 22º B Log Amv	-	-
730-E4/2ª DE	Classe II - Agendamento para retirada de Coletes	2 mar.	-136	Maj Filipe	RESOLVIDO	Cl II		1. Confeccionado Doc às OMDS.	1444-E-4/EMG/Cmdo Bda Inf Amv	4818-E-4/EMG/Cmdo Bda Inf Amv
706-E10/2ª DE	solicitações extraordinárias de recursos direcionadas à Chefia de Suprimento -orientações	2 mar.	-136	Maj Filipe	RESOLVIDO	Orçamentário		1. Confeccionado Doc às OMDS.	1500-E-4/EMG/Cmdo Bda Inf Amv	-
743-E4/2ª DE	Execução do Transporte Regional Logístico na Área de Responsabilidade da 2ª RegiãoMilitar (encaminhamento)	2 mar.	-136	Maj Filipe	RESOLVIDO	Trnp		1. Confeccionado Doc às OMDS.	1502-E-4/EMG/Cmdo Bda Inf Amv	-
742-E4/2ª DE	descarga de material permanente Cl VIII - Saúde	2 mar.	-136	Cap Luis Augusto	RESOLVIDO	Desfazimento		1. Confeccionado Doc às OMDS.	1493-E-4/EMG/Cmdo Bda Inf Amv	-
718-E4/2ª DE	Classe VIII - controle de medicamento (orientações)	2 mar.	-136	Maj Filipe	RESOLVIDO	Cl VIII - Sau		1. Confeccionado Doc às OMDS.	1501-E-4/EMG/Cmdo Bda Inf Amv	-
655-FS/CCAp/2º BE Cmb	Empréstimo de centrífuga	2 mar.	-136	Maj Filipe	RESOLVIDO	Cl VIII - Sau		O 2º BE Cmb possui uma centrífuga disponível, com voltagem 220v, paraempréstimo temporário	1491-E-4/EMG/Cmdo Bda Inf Amv	-
1205-Fin/CCOp/Cmdo CMO	Reunião Inicial de Planejamento (RIP) - Exc Cj PERSEU 2026	2 mar.	-136	Maj Filipe	RESOLVIDO	Orçamentário		"- Confeccionar P Trab para a RIP de 1 Of Sp
- E4: Em Coor com E3, preparar P TRAB e enviar."	-	1340-Seç Plj/EMG/Cmdo Bda Inf Amv
769-E4/2ª DE	empréstimo de kits reduzidos do Projeto COBRA para prospecção técnica no Curso dePiloto de Combate	2 mar.	-136	Maj Filipe	RESOLVIDO	Patrimônio		"1. Verificar com o E3 o impacto desse empréstimo
 Confeccionar Doc"	-	2225-E-4/EMG/Cmdo Bda Inf Amv
"448-Escalão Logístico/2ªRM

4712-E4/2ª DE"	Inspeção Anual de Armamento do Exército (IA2EX/ 2026)	2 mar.	-136	Maj Filipe	RESOLVIDO	Cl V		"1. Confeccionar novo DIEx, cobrando os relatórios

Missões para a Bda: 

1) Planejar a IA2Ex dos MEM Cl V (Armt) nas OM diretamente subordinadas à GU,
conforme previsto em Ordem de Serviço a ser elaborada e emitida pela RM/Gpt Log
enquadrante;
2) Consolidar os Relatórios de Inspeção de MEM Cl V (Armt), encaminhados por suas OM
subordinadas e encaminhar à RM/ Gpt Log para consolidação"	"262-E-4/EMG/Cmdo Bda Inf Amv

2046-E-4/EMG/Cmdo Bda Inf Amv - cobrando e respostas relacionadas

2224-E-4/EMG/Cmdo Bda Inf Amv"	2471-E-4/EMG/Cmdo Bda Inf Amv
1386-SALC/Div Adm/Base Adm Amv	Simpósio de Administração 2026 (INFORMAÇÃO)	2 mar.	-136	-	RESOLVIDO	Orçamentário		-	-	-
767-E10/2ª DE	aplicação de correção monetária nas diárias pagas com atraso no exercício financeirocorrente	2 mar.	-136	Maj Filipe	RESOLVIDO	Orçamentário		1. Verificar com o E10 de onde sairá o Doc às OMDS	-	-
1780-E4/2ª DE	Cl VI - Demandas para itens de aquisição regional (bússola, colete salva-vidas e GPS)	02 mar.	-136	ST Richardson	RESOLVIDO	Cl VI		"a Diretoria de Material de Engenharia pretende descentralizar notas de crédito GND 4 destinadas à aquisição de material permanente - itens deaquisição regional (bússola,colete salva-vidas e GPS), conforme planejamento apresentado pelos respectivos Gestores Regionais no PDR 2026 - Cl VI

1) DIEx nº 3566-E-4/EMG/Cmdo Bda Inf Amv;
2) DIEx nº 1739-S4/5º BI"	3566-E-4/EMG/Cmdo Bda Inf Amv	-
"22474-DivMatInt/CSup/COLOG (2025) 

602-E4/2ª DE"	Classe II - Situação e necessidade de Material de Campo	3 mar.	-135	ST Richardson	RESOLVIDO	Cl II		"- solicito que seja preenchido e encaminhado até 03MAR 26 o arquivo anexo, com a situação e necessidade de material de campo, por OM/ OMDS,indicando a prioridade de cada item 

- Confeccionar Doc para as OMDS 

- Documento no mesmo sentido de 2025 - 1645-Cmdo Bda Inf Amv/Bda Inf Amv"	1250-E-4/EMG/Cmdo Bda Inf Amv	"1645-Cmdo Bda Inf Amv/Bda Inf Amv (2025)

1745-E-4/EMG/Cmdo Bda Inf Amv"
248-S4/Cia C Bda Inf Amv	Necessidade de oleo lubrificante - solicita	3 mar.	-135	ST Richardson	RESOLVIDO	Mnt		"1. Sol óleo ao 22º B Log Amv
2. Rlz Sv com a Adesão em ATA do Pregão 90005/2025 - UASG 160202 - 3º BEC"	-	-
659-S3/EM/20º GAC Amv	Gestões relativas à formatura do Último Tiro da FEB - 20º GAC Amv	3 mar.	-135	Ten Glauco	RESOLVIDO	PREPARO F TER		"1. Solicita-se a disponibilização de 08 (oito) munições de salva - OK  - Aguardando resposta do Esc Sup
2. Solicita-se, ainda, o apoio de Banda de Música e locutora (Sra. Fátima - CMSE), nos dias 28 de abril de 2026, às 10h00, por ocasião do treinamento geral, e para o dia 29 de abril de 2026, às 09h00, durante a realização da formatura militar.(Ok - E3)
3. Checar com o E3: No tocante ao apoio aéreo, solicita-se a realização de gestões junto à Aviação do Exército para disponibilização de aeronave (horas de voo) no dia 28 de abril de 2026, destinadaao treinamento, e no dia 29 de abril de 2026, para o helitransporte de uma peça Art 105 mm,conforme solicitação anteriormente encaminhada por meio do PMA (Pedido de Missão Aérea) (E3 ciente e providenciando)
4. Consolidar com E1 e E3 apenas 1 DIEx - (Ok - Feito)"	"2432-E-4/EMG/Cmdo Bda Inf Amv

3160-E-4/EMG/Cmdo Bda Inf Amv"	"1640-E-4/EMG/Cmdo Bda Inf Amv

1164-E4/2ª DE (RESPOSTA)

5237-Escalão Logístico/2ªRM (RESPOSTA)"
 1569-E-4/EMG/Cmdo Bda Inf Amv	solicitação de transferência da ambulância da 12ª Cia Eng Cmb Amv para o 5º BI Amv -providências	3 mar.	-135	ST Valter	RESOLVIDO	Cl IX		"1. Verificar como está o processo de transferência
2. 5º BI Amv Sol Aux da RM - 797-S4/5º BIL"	-	9367-Escalão Logístico/2ªRM
MISSÃO Cmt Bda	alterações do recebimento de material classe II - Fardamento (INFORMAÇÃO)	3 mar.	-135	ST Richardson	Missão Cmt Bda	Cl II		"- Inserir no controle de problemas das OMDS de fardamento 2026
- Confeccionar Doc à 2ª RM relatando problema do 5º BI Amv - OK"		1582-E-4/EMG/Cmdo Bda Inf Amv
340-E4/2ª DE	div Armt - ODF Nº 1001 - Morteiro Médio Antecarga 81mm - do AGR para o 1º Esqd C L.(encaminhamento)	3 mar.	-135	ST Richardson	ACOMPANHAR	Cl V		1. Verificar se o 1º Esqd C Amv Rlz a apanha do Mrt 81, colimador e Aparelho de Pontaria Spotim M2A1		
201-SEC COM/S/4/CMDO	solicitação troca de material	3 mar.	-135	ST Richardson	ACOMPANHAR	Cl VII  		"1. Sol Ap aos rádios XTS 150
2. A OM deverá iniciar Processo Adm para descarga do MEM e posterior recolhimento "		
206-S/4/CMDO	Cl VI - necessidade de material via solicitação pelo SGM	3 mar.	-135	ST Richardson	ACOMPANHAR	Cl VI	07 jul.	"1. A OM Sol inclusão de MEM para aquisição via PDR Eng:
a. Grupo Gerador de Campanha de até 5 KVA - 03 
b. Trator Cortador de Grama à gasolina (tobata) - 02 
2. Sol manutenção dos 03 (três) geradores ao 22º B Log Amv.
3. Verificar se o B Log possui essa Cpc.
4. Caso negativo, verificar com Pinda

- Já foi lançado no PDR Log"		
864-E4/2ª DE	alienação de Material Cl VIII - Saúde (resposta - 2ª RM)	4 mar.	-134	Cap Luis Augusto	RESOLVIDO	Desfazimento		"1. O Boletim Administrativo do Escalão Logístico/ 2ª RM Nr 008/2025 de 03 de setembrode 2025 homologou a descarga de materiais do Gabinete Odontológico do Comando da Brigadade Infantaria Aeromóvel.
2.  a OM alienadora consta publicada noBoletim Administrativo do Escalão Logístico/2ª RM Nr 005 de 04 de setembro de 2024 - 22º B Log"	-	Encmainhado ao Cmt Base
664-E4/2ª DE	Classe I - Levantamento da necessidade de ração operacional (R2) para FORPRON eorientações em relação ao consumo	4 mar.	-134	ST Richardson	RESOLVIDO	Cl I		1. Confeccioado Doc às OMDS 	1498-E-4/EMG/Cmdo Bda Inf Amv	1721-E-4/EMG/Cmdo Bda Inf Amv
214-COTrnp/2ª Cia Trnp	solicitação de apoio de viatura hammar - (resposta)	4 mar.	-134	ST Richardson	RESOLVIDO	Cl III - Comb		1. Verificar com o o 1° Ten Willamys, Ch COTrnp, por meio do telefone (11) 97973-1308 sobre a Sol 600 L OD. Será apenas para Trnp até o B Log ou toda a Op até Caçapava? Ok	-	1771-E-4/EMG/Cmdo Bda Inf Amv
868-E4/2ª DE	ajuste dos valores patrimoniais de itens com valores irrisórios	4 mar.	-134	Maj Filipe	RESOLVIDO	Orçamentário		1. Enviar Doc às OMDS	1654-E-4/EMG/Cmdo Bda Inf Amv	-
866-E4/2ª DE	Sol extraordinárias de Recursos direcionadas à Ch Sup - orientações (encaminhamento)	4 mar.	-134	Maj Filipe	RESOLVIDO	Orçamentário		- Procedimentos a serem adotados em relação às solicitações extraordinárias de recursos consideradas emergenciais, sob a gestão da Chefia de Suprimento	1688-E-4/EMG/Cmdo Bda Inf Amv	-
734-S4/EM/20º GAC Amv	Solicitação de Material Classe VI - Geradores de campanha	4 mar.	-134	ST Richardson	ACOMPANHAR	Cl VI		"1. Sol 03 (três) geradores de campanha.
2. Verificar com a 12ª Cia Eng Cmb Amv como Rlz o pedido via PDR Eng à DME e Info ao 20º GAC o procedimento para a Sol do MEM
3. Verificar se há intenção de Mnt de algum dos 8 geradores indisponíveis"	2455-E-4/EMG/Cmdo Bda Inf Amv	
864-E4/2ª DE	alienação de Material Cl VIII - Saúde (resposta - 2ª RM)	5 mar.	-133	Cap Luis Augusto	RESOLVIDO	Desfazimento		Resposta do Esc Log/2ª RM à Base Adm Gu Caçapava sobre o destino para alienação do Gab Odont descarregado no Bol Adm Esc Log/2ª RM nº 008, de 3 SET 25. Destino para alienação de Mat Cl VIII-Sau na Gu Caçapava/SP - 22º B Log Amv. O DIEx foi encaminhado no SPED ao Cmt da B Adm Gu Caçapava - Cel Borba.	-	-
111-S/3/CMDO	Atividade Alusiva à Tomada de Monte Castelo e Tomada de Montese	5 mar.	-133	Ten Glauco	RESOLVIDO	Trnp		- Dslc Tr da Bda Inf Amv	"1357-E-3/EMG/Cmdo Bda Inf Amv

1407-E-4/EMG/Cmdo Bda Inf Amv"	1437-E-4/EMG/Cmdo Bda Inf Amv
518-E4/2ª DE	aquisição de Ração Operacional (Rç Op) para 2027	5 mar.	-133	ST Richardson	RESOLVIDO	Cl I		"Planejamento das necessidades das Rç Op - tipo R2 por atividade: 
1. Adst Amb Cmt Esp - Qtde 4.501;
2. SIMAF 20º GAC Amv - Qtde 96;
3. FORPRON - Qtde 4.635;
4. PAB U - Qtde 1.528;                                                                                                                                                                                                                                     5. PERSEU - Qtde 2.212.
Total de Rç Op = 12.972                                                                                                        "	-	1701-E-4/EMG/Cmdo Bda Inf Amv
865-E4/2ª DE	Classe III - Determinação de taxa de evaporação em PCA - retificação de informação do1° Esqd Cav Amv	5 mar.	-133	ST Richardson	RESOLVIDO	Cl III - Comb		- As informações do 1º Esqd C Amv devem ser enviadas exatamente como apresentadas no DIEx n° 21723 - Escalão Logístico/2ªRM, observando os demais requisitos no referido documento. Aguardar a correção do 1º Esqd C Amv 	-	1652-E-4/EMG/Cmdo Bda Inf Amv
"720-SEB/DCE/SCmt/SDir Ens

1110-DAD/SCmt/SDir Ens/CIAvEx"	Solicitação de instrutor e transferência de combustível para o Estágio de OperaçõesAeromóveis (OAM/SAM)	6 mar.	-132	Ten Glauco	RESOLVIDO	Cl III - Comb		DIEx resposta elaborado e pronto para despacho. Há possibilidade de apoio de 400 litros OD. A transferência será válida se ocorrer até o dia 6 MAR 26.	-	1730-E-4/EMG/Cmdo Bda Inf Amv
249-S1/Cia C Bda Inf Amv	Preenchimento do PLAMOPES/DGP - (Necessidade de Pessoal Especializado (Para A+1)e Militares Julgados Necessários a Permanecerem na OM (Para A+1)	6 mar.	-132	Ten Glauco	RESOLVIDO	-		"- Ch Seção: Verificar se algum militar da Seção se enquadra em alguma das situações e informar o parecer do Ch Seç ao Aj G, para fins de centralização e resposta ao Cmt Cia

- Foi Sol Mec Temp para a Cia Cmdo - Polo Mnt"	-	-
688-E4/2ª DE	Classe I - gestão das Rações Operacionais - orientações do COLOG - Circular	6 mar.	-132	ST Richardson	RESOLVIDO	Cl I		"1. Confeccioado Doc às OMDS
2. Sol resposta à Doc"	1499-E-4/EMG/Cmdo Bda Inf Amv	-
1190-E4.3/4ª Seç/CMSE	Classe I - gestão das Rações Operacionais - orientações do COLOG	6 mar.	-132	ST Richardson	RESOLVIDO	Cl I		Confeccionar Doc às OMDS Info sobre a necessidade de consumor Rç antes da validade	1728-E-4/EMG/Cmdo Bda Inf Amv	-
 937-S4/6° BI Amv	Necessidade de munição para Estágio Setorial de Instrutor de Tiro do Corpo de Tropa	6 mar.	-132	ST Richardson	RESOLVIDO	Cl V		"1. A OI Previa que cada Mil levasse 5,56mm ou 7,62mm (185 p /militar) e 9mm (40 p /militar).
2. No entanto, a 11ª Bda Inf Mec não deve levar essas Mun, pois não tinham Rcb a OI.
3. Checar com o 6º BI Amv.
4. Confeccionado Doc ao 6º 
5. Qual a Nec de Mun para recompletar? 1054-S4/6° BI Amv
Qtd Mun muito pequena Ap. Não Rlz recompletamento"	1524-E-4/EMG/Cmdo Bda Inf Amv	-
766-Adm/S4/1º BAvEx	consumo de munição - TIB Fuzil IA2 - 1º BAvEx	6 mar.	-132	ST Richardson	RESOLVIDO	Cl V		1. Confeccionar Doc à 2ª Cia prec Info sobre o consumo de Mun	-	-
467-E4/2ª DE	Classe I - orientações referentes à Gestão de Subsistência	6 mar.	-132	ST Richardson	PRAZO DE RESPOSTA	Cl I		1. Necessidade de envio das informações do Quadro Demonstrativo de Atividade de Aprovisionamento (QDAA), por meio de DIEx, ao Escalão Logístico/2ª RM, com cópia a este G Cmdo Op, até o 5º dia útil do mês subsequente		-
372-E3 EMG/EMG ESA/Gab S Cmt ESA	apoio de pessoal para a Solenidade de Entrega do Sabre 2026	7 mar.	-131	Ten Glauco	RESOLVIDO	Trnp		"1. Tanto na ida à ESA quanto no retorno à OM sede, os deslocamentos serão monitorados pelo Ten Glauco

2. Sol 1 Van à Cia Cmdo ou 5º BI Amv para levar Sgt da Bda Inf Amv, saindo de Caçapava
Ctto: 1) Motorista da ESA: (35)8896-1137 - Sd Caineli;
2) 20º GAC Amv: (35) 8843-5377 - 3º Sgt Felipe Alves;
3) 6º BI Amv: (12) 98708-0997 - 3º Sgt Batista."	"957-E-1/EMG/Cmdo Bda Inf Amv

1403-E-4/EMG/Cmdo Bda Inf Amv"	"961-E-4/EMG/Cmdo Bda Inf Amv

1125-E-4/EMG/Cmdo Bda Inf Amv"
